0015923062323                  010101607042971021   0757                        
0015923062400                  010101507032970020   0745                        
0015923062401                  010101607032970020   0775                        
0015923062402                  010101609032970020   0775                        
0015923062403                  010101507032971020   0766                        
0015923062404131               010101507022972020   0758                        
0015923062405                  010101509032973020   0757                        
0015923062406                  010201507042974020   0759                        
0015923062407                  010201505042975020   0739                        
0015923062408                  010201507052976021   0709                        
0015923062409                  010201507042976022   0679                        
0015923062410                  010201709052976024   0647                        
0015923062411                  010201609062975025   0597                        
0015923062412                  010101609062974026   0576                        
0015923062413                  010201611062975025   0597                        
0015923062414                  010201709072974025   0607                        
0015923062415                  010201711062975025   0636                        
0015923062416                  010201811052974024   0688                        
0015923062417                  010101709062973023   0668                        
0015923062418                  010201709052974022   0708                        
0015923062419                  010201607052975022   0718                        
0015923062420                  010201709042975021   0769                        
0015923062421                  010201605042976021   0768                        
0015923062422                  010201709032978021   0799                        
0015923062423010               010201705042978020   0818                        
0015923062500020               010201705032977020   0809                        
0015923062501013               010201605052976020   0779                        
0015923062502                  010201605032975020   0758                        
0015923062503020               010201607032974020   0759                        
0015923062504023               010201605032974020   0779                        
0015923062505020               010201611012974020   0778                        
0015923062506013               010201607022974020   0768                        
0015923062507020               010201609022975021   0769                        
0015923062508016               010201707012975022   0749                        
0015923062509016               010201707032975022   0749                        
0015923062510016               010201709032975024   0679                        
0015923062511157               010101911032973026   0668                        
0015923062512020               010101811082972025   0649                        
0015923062513148               010101811082972024   0689                        
0015923062514157               010101907052971024   0749                        
0015923062515020               010101909042970023   0759                        
0015923062516013               010101907032969023   0809                        
0015923062517098               010101907042968022   0809                        
0015923062518007               010101907042967022   0859                        
0015923062519013               010101905042966021   0899                        
0015923062520007               010101905052966020   0909                        
0015923062521010               010101907032967021   0919                        
0015923062522007               010101905042967021   0919                        
0015923062523007               010101905022967021   0909                        
0015923062600007               010101927022965021   0909                        
0015923062601003               010102020022963021   0919                        
0015923062602007               010102023072962022   0919                        
0015923062603003               010102023062962022   0919                        
0015923062604003               010102020052962022   0919                        
0015923062605007               010102018052962022   0919                        
0015923062606007               010102120072962022   0929                        
0015923062607003               010102118142961022   0929                        
0015923062608013               010102118152962023   0929                        
0015923062609013               010102120172961023   0919                        
0015923062610013               010102123142961023   0919                        
0015923062611013               010102123192961023   0909                        
0015923062612020               010102123172962023   0889                        
0015923062613010               010102123142961023   0889                        
0015923062614010               010102120162962023   0899                        
0015923062615010               010102120192960023   0889                        
0015923062616010               010102120182959023   0899                        
0015923062617013               010102123172958023   0909                        
0015923062618013               010102123202958023   0899                        
0015923062619003               010102123192959023   0889                        
0015923062620003               010102123202959023   0889                        
0015923062621003               010102120182961023   0889                        
0015923062622                  010102123132960023   0908                        
0015923062623003               010102120142960023   0909                        
0015923062700003               010102120172958023   0919                        
0015923062701003               010102123202957023   0919                        
0015923062702003               010102123222957023   0909                        
0015923062703003               010102120162956023   0889                        
0015923062704007               010102120182957023   0879                        
0015923062705007               010102120152958023   0869                        
0015923062706007               010102120142958023   0879                        
0015923062707003               010102120132960023   0899                        
0015923062708007               010102120142960023   0889                        
0015923062709007               010102120102961023   0869                        
0015923062710007               010102123072959023   0889                        
0015923062711007               010102120112963023   0869                        
0015923062712010               010102120102962024   0829                        
0015923062713013               010102120102962024   0809                        
0015923062714010               010102120112962024   0839                        
0015923062715007               010102120122962024   0879                        
0015923062716007               010102120092962024   0829                        
0015923062717007               010102120072961024   0849                        
0015923062718007               010102120102962024   0849                        
0015923062719007               010102123122964023   0848                        
0015923062720010               010102020102965023   0839                        
0015923062721003               010102120082964023   0889                        
0015923062722003               010102125102966023   0909                        
0015923062723010               010101927162965021   0899                        
0015923062800013               010101832072966020   0909                        
0015923062801013               010101805042967020   0909                        
0015923062802010               010101825062967020   0899                        
0015923062803013               010101829052965020   0899                        
0015923062804026               010101827052962021   0859                        
0015923062805010               010101818052963020   0899                        
0015923062806007               010101827072966020   0909                        
0015923062807007               010101816042964020   0879                        
0015923062808007               010101823052963020   0899                        
0015923062809046               010101827072964021   0889                        
0015923062810023               010101823062962021   0839                        
0015923062811010               010101916072960023   0786                        
0015923062812                  010101825092960023   0748                        
0015923062813157               010101818102958024   0708                        
0015923062814026               010101718092957025   0647                        
0015923062815023               010101820082956024   0698                        
0015923062816023               010101818082955024   0697                        
0015923062817023               010101925072954025   0735                        
0015923062818023               010102020062954024   0778                        
0015923062819013               010102020092954024   0817                        
0015923062820010               010102120092954023   0849                        
0015923062821010               010102123092955023   0858                        
0015923062822007               010102123082955023   0857                        
0015923062823007               010102125102954023   0866                        
0015923062900007               010102023072953023   0887                        
0015923062901007               010102125132953023   0877                        
0015923062902010               010102120122951023   0857                        
0015923062903007               010102123072951023   0878                        
0015923062904007               010102123072952023   0888                        
0015923062905007               010102120042952023   0889                        
0015923062906007               010102123042951023   0889                        
0015923062907007               010102220032950023   0909                        
0015923062908007               010102218062950024   0869                        
0015923062909007               010102220112949025   0839                        
0015923062910010               010102223142949026   0789                        
0015923062911003               010102223142949024   0869                        
0015923062912003               010102223142947024   0859                        
0015923062913003               010002220192945024   0869                        
0015923062914007               010002120122943024   0839                        
0015923062915003               010002220152940024   0899                        
0015923062916003               010002223222940024   0889                        
0015923062917003               010002220142939023   0909                        
0015923062918003               010002220152937023   0919                        
0015923062919003               010002120162937023   0919                        
0015923062920003               010002220162937023   0909                        
0015923062921003               010002123172938024   0889                        
0015923062922003               010002120152939024   0887                        
0015923062923003               010002220162939024   0899                        
0015923063000                  010002220182937024   0889                        
0015923063001003               010002120152937024   0889                        
0015923063002007               010002118092934024   0889                        
0015923063003007               010002120112933023   0889                        
0015923063004007               010002020092933022   0899                        
0015923063005007               010002123072936022   0909                        
0015923063006007               010002023052936022   0909                        
0015923063007010               010002123062935022   0919                        
0015923063008007               010002020092936022   0899                        
0015923063009003               010002123132936023   0919                        
0015923063010003               010002120102936023   0899                        
0015923063011013               010002225082934024   0899                        
0015923063012010               010002118082935023   0889                        
0015923063013010               010002120062934024   0829                        
0015923063014016               010002123062933025   0829                        
0015923063015013               010002025092933024   0829                        
0015923063016013               010002123072933024   0829                        
0015923063017036               010002125092932024   0819                        
0015923063018030               010002016072935023   0839                        
0015923063019020               010002016032936022   0889                        
0015923063020007               010002016032937022   0889                        
0015923063021007               010001907032939021   0879                        
0015923063022007               010001807032939021   0869                        
0015923063023010               010001807032941021   0849                        
0015923070100010               010001909022941021   0879                        
0015923070101010               010001905032941021   0909                        
0015923070102007               010001909022940021   0898                        
0015923070103007               010001907022939021   0879                        
0015923070104010               010001905032941021   0889                        
0015923070105010               010001905042942021   0879                        
0015923070106016               010001905032944021   0859                        
0015923070107013               010101905032946022   0849                        
0015923070108010               010101905022948022   0849                        
0015923070109010               010101807032949022   0819                        
0015923070110016               010101805052949022   0779                        
0015923070111016               010102009042951025   0749                        
0015923070112016               010101911062952025   0719                        
0015923070113036               010101911062952026   0689                        
0015923070114030               010102011072950026   0697                        
0015923070115033               010101911082950026   0684                        
0015923070116033               010101911032951026   0673                        
0015923070117033               010101907032952025   0711                        
0015923070118036               010101918042952024   0732                        
0015923070119033               010102018052953023   0822                        
0015923070120033               010102018052953022   0871                        
0015923070121007               010101918052955022   0841                        
0015923070122                  010101920032955022   0843                        
0015923070123                  010101923052955022   0841                        
0015923070200                  010101925062955022   0851                        
0015923070201                  010101923052954021   0874                        
0015923070202007               010101925042955022   0867                        
0015923070203007               010101923082954022   0878                        
0015923070204007               010101923042953021   0858                        
0015923070205007               010101925032954021   0887                        
0015923070206007               010101929082956022   0849                        
0015923070207010               010101925072957022   0839                        
0015923070208010               010102025042958024   0778                        
0015923070209010               010102025092958024   0797                        
0015923070210                  010102129062957025   0768                        
0015923070211                  010102016072955027   0686                        
0015923070212                  010102118102957027   0717                        
0015923070213                  010102120072955028   0677                        
0015923070214                  010102218132954026   0797                        
0015923070215                  010102118092954026   0747                        
0015923070216                  010102020122954026   0716                        
0015923070217                  010102118082952025   0777                        
0015923070218148               010102118082955026   0735                        
0015923070219010               010102120082956025   0803                        
0015923070220230               010102120052956024   0836                        
0015923070221115               010102120042957024   0837                        
0015923070222                  010102123062957024   0815                        
0015923070223                  010102023062957024   0810                        
0015923070300                  010102123062957024   0836                        
0015923070301203               010102120052955023   0854                        
0015923070302194               010102123052954024   0845                        
0015923070303010               010102118032952023   0853                        
